4.67483  2.03062  -6.7373  0.7
-0  0  -0  0.7
-0.386436  0.0812008  -0.478422  0.7
0.454572  0.320883  -0.535892  0.7
-0.249475  -0.759708  0.735547  0.7
1.02832  0.0438978  -0.752476  0.7
-0.660902  0.480644  1.07188  0.7
-0.917325  -1.00287  -0.616707  0.7
-0.875583  -0.925635  -0.836939  0.7
-1.11923  0.545099  -1.12436  0.7
1.81958  -0.527791  -0.489586  0.7
-0.0303718  -1.48815  -1.66878  0.7
-1.73221  0.156932  -1.43579  0.7
-2.24472  -0.188765  0.219299  0.7
0.926589  2.10898  -0.183253  0.7
1.70387  1.27652  -1.31729  0.7
-1.15253  2.26345  -0.0466398  0.7
-0.497214  1.94241  -1.65255  0.7
2.01378  1.07375  -1.29335  0.7
0.431485  2.32123  -1.27103  0.7
1.66435  1.72914  1.24314  0.7
0.669713  -2.10851  1.61504  0.7
1.50626  -0.764493  2.17698  0.7
-2.74953  0.235512  -1.06352  0.7
-2.13982  0.788368  -1.95763  0.7
1.0871  1.36175  2.46594  0.7
2.88191  0.234029  1.18978  0.7
-1.18756  -0.709088  2.89086  0.7
-1.77089  1.19214  2.51686  0.7
2.80533  0.506027  1.72017  0.7
-1.75521  -0.901349  2.77276  0.7
-1.36733  -2.17118  -2.28931  0.7
1.70327  -3.03461  -0.14188  0.7
-2.94235  1.08863  -1.54044  0.7
-2.0323  1.82851  -2.19334  0.7
2.10569  -1.41598  -2.44663  0.7
-1.03404  1.55538  -3.08538  0.7
-0.941467  3.04032  -1.72471  0.7
0.784248  1.69487  -3.1134  0.7
1.15223  -1.13873  -3.26931  0.7
-1.77822  -2.84574  -1.4829  0.7
-2.09287  -1.72914  -2.46954  0.7
-2.99545  -1.83911  -1.0843  0.7
0.101905  3.00049  -2.28922  0.7
3.06206  1.7742  -1.3332  0.7
-0.493102  0.915863  -3.71372  0.7
2.12958  0.569453  3.19238  0.7
0.355245  3.46904  1.8249  0.7
2.19812  3.05218  1.34789  0.7
-0.0846053  -3.8546  -1.19667  0.7
-0.0485023  1.69782  3.69073  0.7
-0.178411  -3.69062  1.80895  0.7
4.11486  -0.146047  -0.00312549  0.7
-2.75279  3.06945  -0.345186  0.7
0.520077  2.04406  -3.6542  0.7
-1.29985  1.4216  -3.75481  0.7
-3.13664  0.256594  -2.82526  0.7
-2.75341  -3.24485  0.344279  0.7
-2.63655  2.1883  2.57552  0.7
-1.34299  -4.05675  0.520556  0.7
4.22709  0.746485  0.359706  0.7
-1.53135  -0.956111  3.98176  0.7
-4.19942  -0.682266  -1.13086  0.7
1.53681  -4.00827  1.06807  0.7
4.09597  -1.67425  -0.294012  0.7
1.7256  2.92368  -2.8719  0.7
-4.31697  1.06153  0.281812  0.7
-0.858676  -4.36088  0.415005  0.7
-3.62208  1.29613  -2.27068  0.7
2.89628  2.81065  1.97258  0.7
-2.86797  3.05383  1.65406  0.7
-1.61744  4.22076  -0.212487  0.7
-3.20669  -1.59213  2.77002  0.7
